Subject,Set,Trial,TOD,StartTr,RT,LRT,RRT,DRT,Standard,Variable,Choice,Group,LftText,RgtText
101651.2,SetA, 111 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 11 , 0 , 0 ,"$10 in 365 days"," $5.00 now"
101651.2,SetA, 112 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 15 , 0 , 0 ," $3.00 now","$10 now"
101651.2,SetA, 113 ,55420.460,55420.460,0.000,  5.734,  0.000,  7.156,   2 , 2 , 1 , 0 ,"$10 in 30 days"," $9.50 now"
101651.2,SetA, 114 ,55428.010,55428.010,0.109,  0.000,  1.140,  2.218,   3 , 22 , 2 , 0 ," $0.00 now","$10 in 90 days"
101651.2,SetA, 115 ,55430.620,55430.620,0.031,  1.375,  0.000,  3.141,   1 , 3 , 1 , 0 ,"$10 in 7 days"," $9.00 now"
101651.2,SetA, 116 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 4 , 0 , 0 ,"$10 in 365 days"," $8.50 now"
101651.2,SetA, 117 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 18 , 0 , 0 ," $1.50 now","$10 now"
101651.2,SetA, 118 ,55434.150,55434.150,0.000,  1.657,  0.000,  3.391,   2 , 4 , 1 , 0 ,"$10 in 30 days"," $8.50 now"
101651.2,SetA, 119 ,55437.930,55437.930,0.109,  1.922,  0.000,  3.312,   1 , 13 , 1 , 0 ,"$10 in 7 days"," $4.00 now"
101651.2,SetA, 120 ,55441.640,55441.640,0.109,  0.000,  1.219,  2.328,   1 , 7 , 2 , 0 ," $7.00 now","$10 in 7 days"
101651.2,SetA, 121 ,55444.360,55444.360,0.001,  1.048,  0.000,  2.641,   3 , 3 , 1 , 0 ,"$10 in 90 days"," $9.00 now"
101651.2,SetA, 122 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 13 , 0 , 0 ,"$10 in 365 days"," $4.00 now"
101651.2,SetA, 123 ,55447.390,55447.390,0.016,  0.000,  0.672,  2.422,   3 , 8 , 2 , 0 ," $6.50 now","$10 in 90 days"
